ordered_height,ordered_width,process_name,num_staff_required,equipment_name,process_duration_minutes,hour_started,day_of_week,is_weekend,cluster,anomaly,is_anomaly,anomaly_score
1.7,3.0,apply_indents_to_sheet,2,Indenting Machine,8.0,23,5,1,2,1,0,-0.04324093520033678
1.7,3.0,combine_sheets,2,Heating Element,15.0,23,5,1,2,1,0,-0.012420664090359579
1.7,3.0,cut_panel_to_size,3,Cutting Table,5.0,23,5,1,1,1,0,-0.002204212591289556
1.7,3.0,quality_control_check,1,Cutting Table,5.0,23,5,1,1,1,0,-0.05936616051481414
1.7,3.0,wrap_on_pallet,3,Pallet,2.0,23,5,1,2,-1,1,0.01862404875143009
1.7,3.0,cut_sheet_to_size,2,CNC Machine,10.0,23,5,1,0,1,0,-0.043470288714976935
1.7,3.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,23,5,1,0,1,0,-0.05936616051481414
1.7,3.0,add_attachment_to_sheet,1,Cutting Table,10.0,23,5,1,1,1,0,-0.05226129776621913
1.7,3.0,apply_indents_to_sheet,2,Indenting Machine,8.0,23,5,1,2,1,0,-0.04324093520033678
1.7,3.0,combine_sheets,2,Heating Element,22.0,0,6,1,2,-1,1,0.07889940974377463
1.7,3.0,cut_panel_to_size,1,Cutting Table,5.0,0,6,1,1,-1,1,0.026045177072485104
1.7,3.0,quality_control_check,1,Cutting Table,6.0,0,6,1,1,-1,1,0.023800280528452178
1.7,3.0,wrap_on_pallet,2,Pallet,2.0,0,6,1,1,-1,1,0.04829966777979877
1.7,3.0,cut_sheet_to_size,2,CNC Machine,10.0,0,6,1,0,-1,1,0.01984230956610966
1.7,3.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,0,6,1,0,-1,1,0.026045177072485104
1.7,3.0,add_attachment_to_sheet,1,Cutting Table,10.0,0,6,1,1,-1,1,0.01900192067057238
1.7,3.0,apply_indents_to_sheet,2,Indenting Machine,8.0,0,6,1,2,-1,1,0.019130182789368178
1.7,3.0,combine_sheets,2,Heating Element,18.0,0,6,1,2,-1,1,0.05357170511049436
1.7,3.0,cut_panel_to_size,1,Cutting Table,5.0,0,6,1,1,-1,1,0.026045177072485104
1.7,3.0,quality_control_check,1,Cutting Table,6.0,0,6,1,1,-1,1,0.023800280528452178
1.7,3.0,wrap_on_pallet,2,Pallet,2.0,1,6,1,1,-1,1,0.045694340832538205
1.7,3.0,cut_sheet_to_size,1,CNC Machine,10.0,23,5,1,0,1,0,-0.05226129776621913
1.7,3.0,cut_sheet_of_larger_size,1,CNC Machine,4.0,23,5,1,0,1,0,-0.043752668331856204
1.7,3.0,add_attachment_to_sheet,1,Cutting Table,10.0,0,6,1,1,-1,1,0.01900192067057238
1.7,3.0,apply_indents_to_sheet,2,Indenting Machine,8.0,0,6,1,2,-1,1,0.019130182789368178
1.7,3.0,combine_sheets,2,Heating Element,21.0,1,6,1,2,-1,1,0.06923757495069138
1.7,3.0,cut_panel_to_size,1,Cutting Table,6.0,1,6,1,1,-1,1,0.017256230773056935
1.7,3.0,quality_control_check,2,Cutting Table,5.0,1,6,1,1,-1,1,0.01886773811164022
1.7,3.0,wrap_on_pallet,2,Pallet,2.0,1,6,1,1,-1,1,0.045694340832538205
1.5,5.9,cut_sheet_to_size,3,CNC Machine,10.0,19,3,0,0,1,0,-0.04477681820868218
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,5.0,19,3,0,0,1,0,-0.10945660569084475
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,19,3,0,1,1,0,-0.10062247641915589
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,7.0,19,3,0,2,1,0,-0.0931140487711325
1.5,5.9,combine_sheets,2,Heating Element,15.0,20,3,0,2,1,0,-0.06345122751913657
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,20,3,0,1,1,0,-0.1092645105667519
1.5,5.9,quality_control_check,3,Cutting Table,5.0,20,3,0,1,1,0,-0.04741210238399296
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,20,3,0,0,1,0,-0.06467876298192021
1.5,5.9,cut_sheet_to_size,1,CNC Machine,10.0,21,3,0,0,1,0,-0.09280870311673473
1.5,5.9,cut_sheet_of_larger_size,2,CNC Machine,5.0,21,3,0,0,1,0,-0.0833602293064819
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,21,3,0,1,1,0,-0.09280870311673473
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,21,3,0,2,1,0,-0.08501419063452442
1.5,5.9,combine_sheets,2,Heating Element,15.0,22,3,0,2,1,0,-0.047318527465220805
1.5,5.9,cut_panel_to_size,1,Cutting Table,7.0,22,3,0,1,1,0,-0.08404589277161745
1.5,5.9,quality_control_check,1,Cutting Table,7.0,22,3,0,1,1,0,-0.08404589277161745
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,22,3,0,0,1,0,-0.05586268372243908
1.5,5.9,cut_sheet_to_size,1,CNC Machine,10.0,18,3,0,0,1,0,-0.10355127919377899
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,7.0,18,3,0,0,1,0,-0.10596293362697595
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,14.0,18,3,0,1,1,0,-0.06487454728110043
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,7.0,19,3,0,2,1,0,-0.0931140487711325
1.5,5.9,combine_sheets,2,Heating Element,15.0,19,3,0,2,1,0,-0.06450647812925636
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,19,3,0,1,1,0,-0.10945660569084475
1.5,5.9,quality_control_check,1,Cutting Table,5.0,19,3,0,1,1,0,-0.10945660569084475
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,19,3,0,0,1,0,-0.06640332211126465
1.5,5.9,cut_sheet_to_size,2,CNC Machine,13.0,19,3,0,0,1,0,-0.07681265187201924
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,5.0,19,3,0,0,1,0,-0.10945660569084475
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,20,3,0,1,1,0,-0.10006255239990708
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,20,3,0,2,1,0,-0.09483544268275368
1.5,5.9,combine_sheets,3,Heating Element,15.0,20,3,0,2,1,0,-0.02340193770991761
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,20,3,0,1,1,0,-0.1092645105667519
1.5,5.9,quality_control_check,1,Cutting Table,5.0,20,3,0,1,1,0,-0.1092645105667519
1.5,5.9,wrap_on_pallet,3,Pallet,2.0,21,3,0,2,1,0,-0.026561777315192714
1.5,5.9,cut_sheet_to_size,1,CNC Machine,15.0,21,3,0,0,1,0,-0.045503239680005914
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,7.0,21,3,0,0,1,0,-0.09458193199572673
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,12.0,21,3,0,1,1,0,-0.07236840342352835
1.5,5.9,apply_indents_to_sheet,4,Indenting Machine,8.0,22,3,0,2,-1,1,0.012256304059854672
1.5,5.9,combine_sheets,2,Heating Element,19.0,22,3,0,2,1,0,-0.009921042545063985
1.5,5.9,cut_panel_to_size,1,Cutting Table,4.0,23,3,0,1,1,0,-0.0757034154350239
1.5,5.9,quality_control_check,1,Cutting Table,5.0,23,3,0,1,1,0,-0.08584755548299139
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,23,3,0,0,1,0,-0.05173818898359184
1.5,5.9,cut_sheet_to_size,1,CNC Machine,14.0,21,3,0,0,1,0,-0.05293207222797225
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,4.0,21,3,0,0,1,0,-0.09097056963357453
1.5,5.9,add_attachment_to_sheet,2,Cutting Table,10.0,22,3,0,1,1,0,-0.07743447020916738
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,22,3,0,2,1,0,-0.07889430382960749
1.5,5.9,combine_sheets,3,Heating Element,18.0,23,3,0,2,-1,1,0.004167804765043304
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,23,3,0,1,1,0,-0.08584755548299139
1.5,5.9,quality_control_check,1,Cutting Table,4.0,23,3,0,1,1,0,-0.0757034154350239
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,23,3,0,0,1,0,-0.05173818898359184
1.5,5.9,cut_sheet_to_size,1,CNC Machine,10.0,23,3,0,0,1,0,-0.07767906408984804
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,5.0,23,3,0,0,1,0,-0.08584755548299139
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,23,3,0,1,1,0,-0.07767906408984804
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,23,3,0,2,1,0,-0.07258868491089299
1.5,5.9,combine_sheets,4,Heating Element,15.0,0,4,0,2,-1,1,0.026176090012986597
1.5,5.9,cut_panel_to_size,1,Cutting Table,7.0,0,4,0,1,1,0,-0.07227939590415211
1.5,5.9,quality_control_check,2,Cutting Table,5.0,0,4,0,1,1,0,-0.0751232829243792
1.5,5.9,wrap_on_pallet,2,Pallet,3.0,0,4,0,0,1,0,-0.04778382132380565
1.5,5.9,cut_sheet_to_size,1,CNC Machine,10.0,23,3,0,0,1,0,-0.07767906408984804
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,4.0,23,3,0,0,1,0,-0.0757034154350239
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,23,3,0,1,1,0,-0.07767906408984804
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,11.0,0,4,0,2,1,0,-0.06618356664069225
1.5,5.9,combine_sheets,2,Heating Element,15.0,0,4,0,2,1,0,-0.05189416176024508
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,0,4,0,1,1,0,-0.07338863852556321
1.5,5.9,quality_control_check,1,Cutting Table,5.0,0,4,0,1,1,0,-0.07338863852556321
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,1,4,0,0,1,0,-0.05103228405462823
1.5,5.9,cut_sheet_to_size,1,CNC Machine,12.0,0,4,0,0,1,0,-0.052021456850982695
1.5,5.9,cut_sheet_of_larger_size,3,CNC Machine,5.0,0,4,0,0,1,0,-0.033696053949709204
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,0,4,0,1,1,0,-0.07367268829133822
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,0,4,0,2,1,0,-0.08097697113185365
1.5,5.9,combine_sheets,2,Heating Element,15.0,1,4,0,2,1,0,-0.06077368840398634
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,1,4,0,1,1,0,-0.0878495999317126
1.5,5.9,quality_control_check,3,Cutting Table,5.0,1,4,0,1,1,0,-0.04447477278068124
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,1,4,0,0,1,0,-0.05103228405462823
1.5,5.9,cut_sheet_to_size,1,CNC Machine,10.0,1,4,0,0,1,0,-0.08475118981877361
1.5,5.9,cut_sheet_of_larger_size,1,CNC Machine,6.0,1,4,0,0,1,0,-0.08612642974633855
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,1,4,0,1,1,0,-0.08475118981877361
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,1,4,0,2,1,0,-0.09039583117937044
1.5,5.9,combine_sheets,2,Heating Element,15.0,1,4,0,2,1,0,-0.06077368840398634
1.5,5.9,cut_panel_to_size,2,Cutting Table,5.0,1,4,0,1,1,0,-0.08570347588092087
1.5,5.9,quality_control_check,1,Cutting Table,5.0,1,4,0,1,1,0,-0.0878495999317126
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,2,4,0,0,1,0,-0.05838942070223352
1.5,5.9,cut_sheet_to_size,1,CNC Machine,14.0,1,4,0,0,1,0,-0.04924934421457661
1.5,5.9,cut_sheet_of_larger_size,2,CNC Machine,5.0,1,4,0,0,1,0,-0.08570347588092087
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,1,4,0,1,1,0,-0.08475118981877361
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,7.0,2,4,0,2,1,0,-0.09440832989812398
1.5,5.9,combine_sheets,2,Heating Element,19.0,2,4,0,2,1,0,-0.022596895011004703
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,2,4,0,1,1,0,-0.0913585445879308
1.5,5.9,quality_control_check,1,Cutting Table,5.0,2,4,0,1,1,0,-0.0913585445879308
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,2,4,0,0,1,0,-0.05838942070223352
1.5,5.9,cut_sheet_to_size,2,CNC Machine,10.0,2,4,0,0,1,0,-0.09154565011655347
1.5,5.9,cut_sheet_of_larger_size,3,CNC Machine,5.0,2,4,0,0,1,0,-0.046649231215016074
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,2,4,0,1,1,0,-0.08959980267425116
1.5,5.9,apply_indents_to_sheet,2,Indenting Machine,8.0,2,4,0,2,1,0,-0.09654662023068328
1.5,5.9,combine_sheets,2,Heating Element,22.0,2,4,0,2,1,0,-0.003758624446560943
1.5,5.9,cut_panel_to_size,1,Cutting Table,7.0,3,4,0,1,1,0,-0.09060658940156319
1.5,5.9,quality_control_check,1,Cutting Table,5.0,3,4,0,1,1,0,-0.09243788573474543
1.5,5.9,wrap_on_pallet,3,Pallet,2.0,3,4,0,2,1,0,-0.025019496319409473
1.5,5.9,cut_sheet_to_size,3,CNC Machine,10.0,3,4,0,0,1,0,-0.047123421704195256
1.5,5.9,cut_sheet_of_larger_size,2,CNC Machine,7.0,3,4,0,0,1,0,-0.09531193819532979
1.5,5.9,add_attachment_to_sheet,1,Cutting Table,10.0,3,4,0,1,1,0,-0.08873279173581439
1.5,5.9,apply_indents_to_sheet,3,Indenting Machine,10.0,3,4,0,2,1,0,-0.047123421704195256
1.5,5.9,combine_sheets,2,Heating Element,15.0,4,4,0,2,1,0,-0.07061734095314731
1.5,5.9,cut_panel_to_size,1,Cutting Table,5.0,4,4,0,1,1,0,-0.09393469958887346
1.5,5.9,quality_control_check,3,Cutting Table,5.0,4,4,0,1,1,0,-0.05227269038819704
1.5,5.9,wrap_on_pallet,2,Pallet,2.0,4,4,0,0,1,0,-0.06099486971580892
3.5,0.4,cut_sheet_to_size,2,CNC Machine,10.0,2,4,0,0,1,0,-0.06798681949726737
3.5,0.4,cut_sheet_of_larger_size,1,CNC Machine,5.0,2,4,0,0,1,0,-0.06848201982360624
3.5,0.4,add_attachment_to_sheet,1,Cutting Table,10.0,2,4,0,1,1,0,-0.06766415233871004
3.5,0.4,apply_indents_to_sheet,4,Indenting Machine,8.0,4,4,0,2,-1,1,0.013325743287469605
3.5,0.4,combine_sheets,2,Heating Element,20.0,4,4,0,2,1,0,-0.0062614189181819935
3.5,0.4,cut_panel_to_size,1,Cutting Table,5.0,5,4,0,1,1,0,-0.08219896831485562
3.5,0.4,quality_control_check,1,Cutting Table,5.0,5,4,0,1,1,0,-0.08219896831485562
3.5,0.4,wrap_on_pallet,3,Pallet,2.0,5,4,0,2,1,0,-0.01907339505181016
3.5,3.7,cut_sheet_to_size,1,CNC Machine,10.0,2,4,0,0,1,0,-0.11972219880690149
3.5,3.7,cut_sheet_of_larger_size,3,CNC Machine,5.0,5,4,0,0,1,0,-0.09365350596629085
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,5,4,0,1,1,0,-0.1357600187300418
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,5,4,0,2,1,0,-0.13556534406509035
3.5,3.7,combine_sheets,3,Heating Element,20.0,5,4,0,2,1,0,-0.015537534875511794
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,6,4,0,1,1,0,-0.14755568442663825
3.5,3.7,quality_control_check,1,Cutting Table,5.0,6,4,0,1,1,0,-0.14755568442663825
3.5,3.7,wrap_on_pallet,2,Pallet,3.0,6,4,0,0,1,0,-0.11174397827227595
3.5,3.7,cut_sheet_to_size,1,CNC Machine,10.0,3,4,0,0,1,0,-0.12658077221365777
3.5,3.7,cut_sheet_of_larger_size,3,CNC Machine,5.0,6,4,0,0,1,0,-0.09754871199803367
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,6,4,0,1,1,0,-0.1441696465057466
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,6,4,0,2,1,0,-0.14326091784339035
3.5,3.7,combine_sheets,2,Heating Element,15.0,6,4,0,2,1,0,-0.10903791375375732
3.5,3.7,cut_panel_to_size,1,Cutting Table,7.0,6,4,0,1,1,0,-0.14410552978828778
3.5,3.7,quality_control_check,2,Cutting Table,5.0,6,4,0,1,1,0,-0.1416875717921206
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,7,4,0,0,1,0,-0.11448289833102676
3.5,3.7,cut_sheet_to_size,1,CNC Machine,10.0,6,4,0,0,1,0,-0.1441696465057466
3.5,3.7,cut_sheet_of_larger_size,3,CNC Machine,5.0,6,4,0,0,1,0,-0.09754871199803367
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,6,4,0,1,1,0,-0.1441696465057466
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,6,4,0,2,1,0,-0.14326091784339035
3.5,3.7,combine_sheets,2,Heating Element,15.0,6,4,0,2,1,0,-0.10903791375375732
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,7,4,0,1,1,0,-0.1498659891135406
3.5,3.7,quality_control_check,1,Cutting Table,5.0,7,4,0,1,1,0,-0.1498659891135406
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,7,4,0,0,1,0,-0.11448289833102676
3.5,3.7,cut_sheet_to_size,1,CNC Machine,10.0,6,4,0,0,1,0,-0.1441696465057466
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,6,4,0,0,1,0,-0.14755568442663825
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,6,4,0,1,1,0,-0.1441696465057466
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,7,4,0,2,1,0,-0.14706923350666423
3.5,3.7,combine_sheets,2,Heating Element,15.0,7,4,0,2,1,0,-0.11100676730250925
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,7,4,0,1,1,0,-0.1498659891135406
3.5,3.7,quality_control_check,1,Cutting Table,5.0,7,4,0,1,1,0,-0.1498659891135406
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,7,4,0,0,1,0,-0.11448289833102676
3.5,3.7,cut_sheet_to_size,1,CNC Machine,15.0,7,4,0,0,1,0,-0.09566145439541512
3.5,3.7,cut_sheet_of_larger_size,2,CNC Machine,5.0,7,4,0,0,1,0,-0.1452050800074966
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,7,4,0,1,1,0,-0.14414943715910167
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,7,4,0,2,1,0,-0.14706923350666423
3.5,3.7,combine_sheets,2,Heating Element,15.0,7,4,0,2,1,0,-0.11100676730250925
3.5,3.7,cut_panel_to_size,3,Cutting Table,5.0,8,4,0,1,1,0,-0.10514478493090645
3.5,3.7,quality_control_check,1,Cutting Table,5.0,8,4,0,1,1,0,-0.15451216150582986
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,8,4,0,0,1,0,-0.11719142835374469
3.5,3.7,cut_sheet_to_size,1,CNC Machine,10.0,7,4,0,0,1,0,-0.14414943715910167
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,4.0,7,4,0,0,1,0,-0.1282214670615347
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,7,4,0,1,1,0,-0.14414943715910167
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,7,4,0,2,1,0,-0.14706923350666423
3.5,3.7,combine_sheets,2,Heating Element,15.0,7,4,0,2,1,0,-0.11100676730250925
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,8,4,0,1,1,0,-0.15451216150582986
3.5,3.7,quality_control_check,1,Cutting Table,5.0,8,4,0,1,1,0,-0.15451216150582986
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,8,4,0,0,1,0,-0.11719142835374469
3.5,3.7,cut_sheet_to_size,1,CNC Machine,9.0,8,4,0,0,1,0,-0.14510562154535994
3.5,3.7,cut_sheet_of_larger_size,2,CNC Machine,5.0,8,4,0,0,1,0,-0.14854202391763294
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,8,4,0,1,1,0,-0.1470260098387572
3.5,3.7,apply_indents_to_sheet,3,Indenting Machine,8.0,8,4,0,2,1,0,-0.10628053896981848
3.5,3.7,combine_sheets,4,Heating Element,15.0,8,4,0,2,1,0,-0.027630941484816263
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,9,4,0,1,1,0,-0.15406533377375603
3.5,3.7,quality_control_check,1,Cutting Table,5.0,9,4,0,1,1,0,-0.15406533377375603
3.5,3.7,wrap_on_pallet,4,Pallet,2.0,9,4,0,2,1,0,-0.04011900633387744
3.5,3.7,cut_sheet_to_size,1,CNC Machine,14.0,8,4,0,0,1,0,-0.10746788333530594
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,8,4,0,0,1,0,-0.15451216150582986
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,8,4,0,1,1,0,-0.1470260098387572
3.5,3.7,apply_indents_to_sheet,4,Indenting Machine,8.0,9,4,0,2,1,0,-0.055101081095680904
3.5,3.7,combine_sheets,2,Heating Element,15.0,9,4,0,2,1,0,-0.11884125402532347
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,9,4,0,1,1,0,-0.15406533377375603
3.5,3.7,quality_control_check,1,Cutting Table,5.0,9,4,0,1,1,0,-0.15406533377375603
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,9,4,0,0,1,0,-0.119091019568138
3.5,3.7,cut_sheet_to_size,2,CNC Machine,9.0,9,4,0,0,1,0,-0.14396648216494395
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,9,4,0,0,1,0,-0.15406533377375603
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,11.0,9,4,0,1,1,0,-0.1314605975178253
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,9,4,0,2,1,0,-0.15077150288599728
3.5,3.7,combine_sheets,2,Heating Element,15.0,10,4,0,2,1,0,-0.11788880508960398
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,10,4,0,1,1,0,-0.15284929657268986
3.5,3.7,quality_control_check,3,Cutting Table,5.0,10,4,0,1,1,0,-0.10445839394622985
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,10,4,0,0,1,0,-0.11946570512479743
3.5,3.7,cut_sheet_to_size,3,CNC Machine,10.0,10,4,0,0,1,0,-0.09949495738960695
3.5,3.7,cut_sheet_of_larger_size,2,CNC Machine,5.0,10,4,0,0,1,0,-0.14994547797021668
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,10,4,0,1,1,0,-0.14549741877203876
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,10,4,0,2,1,0,-0.150400439847738
3.5,3.7,combine_sheets,2,Heating Element,15.0,11,4,0,2,1,0,-0.1181556682589866
3.5,3.7,cut_panel_to_size,1,Cutting Table,4.0,11,4,0,1,1,0,-0.12868274962628884
3.5,3.7,quality_control_check,2,Cutting Table,5.0,11,4,0,1,1,0,-0.14919499438975398
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,11,4,0,0,1,0,-0.1186637996165884
3.5,3.7,cut_sheet_to_size,1,CNC Machine,15.0,8,4,0,0,1,0,-0.10355247242148352
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,9,4,0,0,1,0,-0.15406533377375603
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,9,4,0,1,1,0,-0.14556842718495683
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,9.0,9,4,0,2,1,0,-0.14396648216494395
3.5,3.7,combine_sheets,4,Heating Element,16.0,11,4,0,2,1,0,-0.01608258182423994
3.5,3.7,cut_panel_to_size,2,Cutting Table,5.0,11,4,0,1,1,0,-0.14919499438975398
3.5,3.7,quality_control_check,1,Cutting Table,5.0,12,4,0,1,1,0,-0.14873567616421435
3.5,3.7,wrap_on_pallet,4,Pallet,2.0,12,4,0,2,1,0,-0.039272121434836826
3.5,3.7,cut_sheet_to_size,1,CNC Machine,13.0,10,4,0,0,1,0,-0.1117331874787113
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,10,4,0,0,1,0,-0.15284929657268986
3.5,3.7,add_attachment_to_sheet,1,Cutting Table,10.0,10,4,0,1,1,0,-0.14549741877203876
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,12,4,0,2,1,0,-0.14625447159056637
3.5,3.7,combine_sheets,2,Heating Element,17.0,12,4,0,2,1,0,-0.08793561901860769
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,12,4,0,1,1,0,-0.14873567616421435
3.5,3.7,quality_control_check,1,Cutting Table,5.0,12,4,0,1,1,0,-0.14873567616421435
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,12,4,0,0,1,0,-0.11748795173198673
3.5,3.7,cut_sheet_to_size,1,CNC Machine,11.0,10,4,0,0,1,0,-0.13208877574065836
3.5,3.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,10,4,0,0,1,0,-0.15284929657268986
3.5,3.7,add_attachment_to_sheet,3,Cutting Table,8.0,12,4,0,1,1,0,-0.10033786704063852
3.5,3.7,apply_indents_to_sheet,2,Indenting Machine,8.0,12,4,0,2,1,0,-0.14625447159056637
3.5,3.7,combine_sheets,2,Heating Element,15.0,12,4,0,2,1,0,-0.11316537565238172
3.5,3.7,cut_panel_to_size,1,Cutting Table,5.0,12,4,0,1,1,0,-0.14873567616421435
3.5,3.7,quality_control_check,1,Cutting Table,5.0,12,4,0,1,1,0,-0.14873567616421435
3.5,3.7,wrap_on_pallet,2,Pallet,2.0,12,4,0,0,1,0,-0.11748795173198673
5.6,3.4,cut_sheet_to_size,1,CNC Machine,10.0,12,4,0,0,1,0,-0.1083865036139181
5.6,3.4,cut_sheet_of_larger_size,1,CNC Machine,7.0,12,4,0,0,1,0,-0.10764985616434297
5.6,3.4,add_attachment_to_sheet,1,Cutting Table,10.0,12,4,0,1,1,0,-0.1083865036139181
5.6,3.4,apply_indents_to_sheet,4,Indenting Machine,8.0,13,4,0,2,1,0,-0.024969414013758517
5.6,3.4,combine_sheets,2,Heating Element,15.0,13,4,0,2,1,0,-0.08158232200500426
5.6,3.4,cut_panel_to_size,1,Cutting Table,5.0,13,4,0,1,1,0,-0.11205879928404766
5.6,3.4,quality_control_check,1,Cutting Table,5.0,13,4,0,1,1,0,-0.11205879928404766
5.6,3.4,wrap_on_pallet,2,Pallet,2.0,13,4,0,0,1,0,-0.08472359169840549
5.6,3.4,cut_sheet_to_size,1,CNC Machine,10.0,13,4,0,0,1,0,-0.10909443661792512
5.6,3.4,cut_sheet_of_larger_size,1,CNC Machine,5.0,13,4,0,0,1,0,-0.11205879928404766
5.6,3.4,add_attachment_to_sheet,1,Cutting Table,10.0,13,4,0,1,1,0,-0.10909443661792512
5.6,3.4,apply_indents_to_sheet,2,Indenting Machine,8.0,13,4,0,2,1,0,-0.11295868228049694
5.6,3.4,combine_sheets,2,Heating Element,15.0,13,4,0,2,1,0,-0.08158232200500426
5.6,3.4,cut_panel_to_size,3,Cutting Table,5.0,13,4,0,1,1,0,-0.07335032586295942
5.6,3.4,quality_control_check,1,Cutting Table,5.0,13,4,0,1,1,0,-0.11205879928404766
5.6,3.4,wrap_on_pallet,3,Pallet,2.0,13,4,0,2,1,0,-0.04710450140477751
1.2,4.9,cut_sheet_to_size,1,CNC Machine,14.0,13,4,0,0,1,0,-0.07473639108158214
