@RELATION combined_raw_data

@ATTRIBUTE data_id NUMERIC
@ATTRIBUTE order_id NUMERIC
@ATTRIBUTE process_id NUMERIC
@ATTRIBUTE datetime_started NUMERIC
@ATTRIBUTE datetime_ended NUMERIC
@ATTRIBUTE ordered_datetime NUMERIC
@ATTRIBUTE ordered_height NUMERIC
@ATTRIBUTE ordered_width NUMERIC
@ATTRIBUTE number_ordered NUMERIC
@ATTRIBUTE process_name NUMERIC
@ATTRIBUTE equipment_required NUMERIC
@ATTRIBUTE num_staff_required NUMERIC
@ATTRIBUTE equipment_id NUMERIC
@ATTRIBUTE equipment_name NUMERIC

@DATA
239.0,14.0,7.0,211.0,220.0,12.0,1.6,1.3,4.0,6.0,1.0,1.0,1.0,1.0
240.0,14.0,8.0,212.0,221.0,12.0,1.6,1.3,4.0,7.0,5.0,2.0,5.0,4.0
241.0,14.0,1.0,191.0,200.0,12.0,1.6,1.3,4.0,5.0,2.0,1.0,2.0,0.0
242.0,14.0,2.0,194.0,201.0,12.0,1.6,1.3,4.0,4.0,2.0,1.0,2.0,0.0
243.0,14.0,3.0,195.0,205.0,12.0,1.6,1.3,4.0,0.0,1.0,1.0,1.0,1.0
244.0,14.0,4.0,199.0,208.0,12.0,1.6,1.3,4.0,1.0,4.0,2.0,4.0,3.0
245.0,14.0,5.0,202.0,212.0,12.0,1.6,1.3,4.0,2.0,3.0,2.0,3.0,2.0
246.0,14.0,6.0,206.0,214.0,12.0,1.6,1.3,4.0,3.0,1.0,1.0,1.0,1.0
247.0,14.0,7.0,208.0,216.0,12.0,1.6,1.3,4.0,6.0,1.0,1.0,1.0,1.0
248.0,14.0,8.0,210.0,219.0,12.0,1.6,1.3,4.0,7.0,5.0,2.0,5.0,4.0
249.0,14.0,1.0,191.0,199.0,12.0,1.6,1.3,4.0,5.0,2.0,1.0,2.0,0.0
250.0,14.0,2.0,193.0,203.0,12.0,1.6,1.3,4.0,4.0,2.0,1.0,2.0,0.0
251.0,14.0,3.0,197.0,206.0,12.0,1.6,1.3,4.0,0.0,1.0,1.0,1.0,1.0
252.0,14.0,4.0,200.0,210.0,12.0,1.6,1.3,4.0,1.0,4.0,2.0,4.0,3.0
253.0,14.0,5.0,204.0,213.0,12.0,1.6,1.3,4.0,2.0,3.0,2.0,3.0,2.0
254.0,14.0,6.0,207.0,215.0,12.0,1.6,1.3,4.0,3.0,1.0,1.0,1.0,1.0
255.0,14.0,7.0,209.0,217.0,12.0,1.6,1.3,4.0,6.0,1.0,1.0,1.0,1.0
256.0,14.0,8.0,211.0,218.0,12.0,1.6,1.3,4.0,7.0,5.0,2.0,5.0,4.0
257.0,14.0,1.0,191.0,198.0,12.0,1.6,1.3,4.0,5.0,2.0,1.0,2.0,0.0
258.0,14.0,2.0,192.0,202.0,12.0,1.6,1.3,4.0,4.0,2.0,1.0,2.0,0.0
259.0,14.0,3.0,196.0,204.0,12.0,1.6,1.3,4.0,0.0,1.0,1.0,1.0,1.0
260.0,14.0,4.0,198.0,207.0,12.0,1.6,1.3,4.0,1.0,4.0,2.0,4.0,3.0
261.0,14.0,5.0,201.0,211.0,12.0,1.6,1.3,4.0,2.0,3.0,2.0,3.0,2.0
262.0,14.0,6.0,205.0,213.0,12.0,1.6,1.3,4.0,3.0,1.0,1.0,1.0,1.0
263.0,14.0,7.0,207.0,216.0,12.0,1.6,1.3,4.0,6.0,1.0,1.0,1.0,1.0
264.0,14.0,8.0,210.0,216.0,12.0,1.6,1.3,4.0,7.0,5.0,2.0,5.0,4.0
265.0,15.0,1.0,213.0,222.0,13.0,2.0,1.1,2.0,5.0,2.0,1.0,2.0,0.0
266.0,15.0,2.0,214.0,223.0,13.0,2.0,1.1,2.0,4.0,2.0,1.0,2.0,0.0
267.0,15.0,3.0,215.0,225.0,13.0,2.0,1.1,2.0,0.0,1.0,1.0,1.0,1.0
268.0,15.0,4.0,217.0,226.0,13.0,2.0,1.1,2.0,1.0,4.0,2.0,4.0,3.0
269.0,15.0,5.0,218.0,229.0,13.0,2.0,1.1,2.0,2.0,3.0,2.0,3.0,2.0
270.0,15.0,6.0,221.0,230.0,13.0,2.0,1.1,2.0,3.0,1.0,1.0,1.0,1.0
271.0,15.0,7.0,222.0,232.0,13.0,2.0,1.1,2.0,6.0,1.0,1.0,1.0,1.0
272.0,15.0,8.0,224.0,232.0,13.0,2.0,1.1,2.0,7.0,5.0,2.0,5.0,4.0
273.0,15.0,1.0,213.0,223.0,13.0,2.0,1.1,2.0,5.0,2.0,1.0,2.0,0.0
274.0,15.0,2.0,215.0,224.0,13.0,2.0,1.1,2.0,4.0,2.0,1.0,2.0,0.0
275.0,15.0,3.0,216.0,227.0,13.0,2.0,1.1,2.0,0.0,1.0,1.0,1.0,1.0
276.0,15.0,4.0,219.0,228.0,13.0,2.0,1.1,2.0,1.0,4.0,2.0,4.0,3.0
277.0,15.0,5.0,220.0,231.0,13.0,2.0,1.1,2.0,2.0,3.0,2.0,3.0,2.0
278.0,15.0,6.0,223.0,233.0,13.0,2.0,1.1,2.0,3.0,1.0,1.0,1.0,1.0
279.0,15.0,7.0,225.0,234.0,13.0,2.0,1.1,2.0,6.0,1.0,1.0,1.0,1.0
280.0,15.0,8.0,226.0,235.0,13.0,2.0,1.1,2.0,7.0,5.0,2.0,5.0,4.0
281.0,16.0,1.0,227.0,236.0,17.0,1.9,1.0,3.0,5.0,2.0,1.0,2.0,0.0
282.0,16.0,2.0,228.0,238.0,17.0,1.9,1.0,3.0,4.0,2.0,1.0,2.0,0.0
283.0,16.0,3.0,230.0,242.0,17.0,1.9,1.0,3.0,0.0,1.0,1.0,1.0,1.0
284.0,16.0,4.0,234.0,244.0,17.0,1.9,1.0,3.0,1.0,4.0,2.0,4.0,3.0
285.0,16.0,5.0,236.0,247.0,17.0,1.9,1.0,3.0,2.0,3.0,2.0,3.0,2.0
286.0,16.0,6.0,239.0,251.0,17.0,1.9,1.0,3.0,3.0,1.0,1.0,1.0,1.0
287.0,16.0,7.0,243.0,254.0,17.0,1.9,1.0,3.0,6.0,1.0,1.0,1.0,1.0
288.0,16.0,8.0,245.0,256.0,17.0,1.9,1.0,3.0,7.0,5.0,2.0,5.0,4.0
289.0,16.0,1.0,227.0,236.0,17.0,1.9,1.0,3.0,5.0,2.0,1.0,2.0,0.0
290.0,16.0,2.0,228.0,239.0,17.0,1.9,1.0,3.0,4.0,2.0,1.0,2.0,0.0
291.0,16.0,3.0,231.0,241.0,17.0,1.9,1.0,3.0,0.0,1.0,1.0,1.0,1.0
292.0,16.0,4.0,233.0,244.0,17.0,1.9,1.0,3.0,1.0,4.0,2.0,4.0,3.0
293.0,16.0,5.0,236.0,247.0,17.0,1.9,1.0,3.0,2.0,3.0,2.0,3.0,2.0
294.0,16.0,6.0,239.0,249.0,17.0,1.9,1.0,3.0,3.0,1.0,1.0,1.0,1.0
295.0,16.0,7.0,241.0,253.0,17.0,1.9,1.0,3.0,6.0,1.0,1.0,1.0,1.0
296.0,16.0,8.0,244.0,255.0,17.0,1.9,1.0,3.0,7.0,5.0,2.0,5.0,4.0
297.0,16.0,1.0,227.0,237.0,17.0,1.9,1.0,3.0,5.0,2.0,1.0,2.0,0.0
298.0,16.0,2.0,229.0,240.0,17.0,1.9,1.0,3.0,4.0,2.0,1.0,2.0,0.0
299.0,16.0,3.0,232.0,243.0,17.0,1.9,1.0,3.0,0.0,1.0,1.0,1.0,1.0
300.0,16.0,4.0,235.0,245.0,17.0,1.9,1.0,3.0,1.0,4.0,2.0,4.0,3.0
301.0,16.0,5.0,237.0,246.0,17.0,1.9,1.0,3.0,2.0,3.0,2.0,3.0,2.0
302.0,16.0,6.0,238.0,248.0,17.0,1.9,1.0,3.0,3.0,1.0,1.0,1.0,1.0
303.0,16.0,7.0,240.0,250.0,17.0,1.9,1.0,3.0,6.0,1.0,1.0,1.0,1.0
304.0,16.0,8.0,242.0,252.0,17.0,1.9,1.0,3.0,7.0,5.0,2.0,5.0,4.0
305.0,17.0,1.0,246.0,257.0,15.0,2.2,1.2,1.0,5.0,2.0,1.0,2.0,0.0
306.0,17.0,2.0,247.0,258.0,15.0,2.2,1.2,1.0,4.0,2.0,1.0,2.0,0.0
307.0,17.0,3.0,248.0,259.0,15.0,2.2,1.2,1.0,0.0,1.0,1.0,1.0,1.0
308.0,17.0,4.0,249.0,260.0,15.0,2.2,1.2,1.0,1.0,4.0,2.0,4.0,3.0
309.0,17.0,5.0,250.0,261.0,15.0,2.2,1.2,1.0,2.0,3.0,2.0,3.0,2.0
310.0,17.0,6.0,251.0,262.0,15.0,2.2,1.2,1.0,3.0,1.0,1.0,1.0,1.0
311.0,17.0,7.0,252.0,263.0,15.0,2.2,1.2,1.0,6.0,1.0,1.0,1.0,1.0
312.0,17.0,8.0,253.0,263.0,15.0,2.2,1.2,1.0,7.0,5.0,2.0,5.0,4.0
313.0,18.0,1.0,254.0,264.0,16.0,1.7,1.4,2.0,5.0,2.0,1.0,2.0,0.0
314.0,18.0,2.0,255.0,265.0,16.0,1.7,1.4,2.0,4.0,2.0,1.0,2.0,0.0
315.0,18.0,3.0,256.0,267.0,16.0,1.7,1.4,2.0,0.0,1.0,1.0,1.0,1.0
316.0,18.0,4.0,258.0,269.0,16.0,1.7,1.4,2.0,1.0,4.0,2.0,4.0,3.0
317.0,18.0,5.0,260.0,271.0,16.0,1.7,1.4,2.0,2.0,3.0,2.0,3.0,2.0
318.0,18.0,6.0,262.0,272.0,16.0,1.7,1.4,2.0,3.0,1.0,1.0,1.0,1.0
319.0,18.0,7.0,263.0,273.0,16.0,1.7,1.4,2.0,6.0,1.0,1.0,1.0,1.0
320.0,18.0,8.0,264.0,275.0,16.0,1.7,1.4,2.0,7.0,5.0,2.0,5.0,4.0
321.0,18.0,1.0,254.0,265.0,16.0,1.7,1.4,2.0,5.0,2.0,1.0,2.0,0.0
322.0,18.0,2.0,256.0,266.0,16.0,1.7,1.4,2.0,4.0,2.0,1.0,2.0,0.0
323.0,18.0,3.0,257.0,268.0,16.0,1.7,1.4,2.0,0.0,1.0,1.0,1.0,1.0
324.0,18.0,4.0,259.0,270.0,16.0,1.7,1.4,2.0,1.0,4.0,2.0,4.0,3.0
325.0,18.0,5.0,261.0,272.0,16.0,1.7,1.4,2.0,2.0,3.0,2.0,3.0,2.0
326.0,18.0,6.0,263.0,274.0,16.0,1.7,1.4,2.0,3.0,1.0,1.0,1.0,1.0
327.0,18.0,7.0,265.0,276.0,16.0,1.7,1.4,2.0,6.0,1.0,1.0,1.0,1.0
328.0,18.0,8.0,266.0,276.0,16.0,1.7,1.4,2.0,7.0,5.0,2.0,5.0,4.0
329.0,19.0,1.0,267.0,277.0,19.0,2.3,1.1,3.0,5.0,2.0,1.0,2.0,0.0
330.0,19.0,2.0,268.0,280.0,19.0,2.3,1.1,3.0,4.0,2.0,1.0,2.0,0.0
331.0,19.0,3.0,271.0,282.0,19.0,2.3,1.1,3.0,0.0,1.0,1.0,1.0,1.0
332.0,19.0,4.0,273.0,285.0,19.0,2.3,1.1,3.0,1.0,4.0,2.0,4.0,3.0
333.0,19.0,5.0,276.0,288.0,19.0,2.3,1.1,3.0,2.0,3.0,2.0,3.0,2.0
334.0,19.0,6.0,279.0,290.0,19.0,2.3,1.1,3.0,3.0,1.0,1.0,1.0,1.0
335.0,19.0,7.0,281.0,292.0,19.0,2.3,1.1,3.0,6.0,1.0,1.0,1.0,1.0
336.0,19.0,8.0,283.0,293.0,19.0,2.3,1.1,3.0,7.0,5.0,2.0,5.0,4.0
337.0,19.0,1.0,267.0,278.0,19.0,2.3,1.1,3.0,5.0,2.0,1.0,2.0,0.0
338.0,19.0,2.0,269.0,281.0,19.0,2.3,1.1,3.0,4.0,2.0,1.0,2.0,0.0
339.0,19.0,3.0,272.0,284.0,19.0,2.3,1.1,3.0,0.0,1.0,1.0,1.0,1.0
340.0,19.0,4.0,275.0,287.0,19.0,2.3,1.1,3.0,1.0,4.0,2.0,4.0,3.0
341.0,19.0,5.0,278.0,291.0,19.0,2.3,1.1,3.0,2.0,3.0,2.0,3.0,2.0
342.0,19.0,6.0,282.0,295.0,19.0,2.3,1.1,3.0,3.0,1.0,1.0,1.0,1.0
343.0,19.0,7.0,285.0,297.0,19.0,2.3,1.1,3.0,6.0,1.0,1.0,1.0,1.0
344.0,19.0,8.0,286.0,297.0,19.0,2.3,1.1,3.0,7.0,5.0,2.0,5.0,4.0
345.0,19.0,1.0,267.0,277.0,19.0,2.3,1.1,3.0,5.0,2.0,1.0,2.0,0.0
346.0,19.0,2.0,268.0,279.0,19.0,2.3,1.1,3.0,4.0,2.0,1.0,2.0,0.0
347.0,19.0,3.0,270.0,283.0,19.0,2.3,1.1,3.0,0.0,1.0,1.0,1.0,1.0
348.0,19.0,4.0,274.0,286.0,19.0,2.3,1.1,3.0,1.0,4.0,2.0,4.0,3.0
349.0,19.0,5.0,277.0,289.0,19.0,2.3,1.1,3.0,2.0,3.0,2.0,3.0,2.0
350.0,19.0,6.0,280.0,291.0,19.0,2.3,1.1,3.0,3.0,1.0,1.0,1.0,1.0
351.0,19.0,7.0,282.0,294.0,19.0,2.3,1.1,3.0,6.0,1.0,1.0,1.0,1.0
352.0,19.0,8.0,284.0,296.0,19.0,2.3,1.1,3.0,7.0,5.0,2.0,5.0,4.0
353.0,20.0,1.0,287.0,298.0,18.0,2.1,1.0,2.0,5.0,2.0,1.0,2.0,0.0
354.0,20.0,2.0,288.0,299.0,18.0,2.1,1.0,2.0,4.0,2.0,1.0,2.0,0.0
355.0,20.0,3.0,289.0,300.0,18.0,2.1,1.0,2.0,0.0,1.0,1.0,1.0,1.0
356.0,20.0,4.0,290.0,303.0,18.0,2.1,1.0,2.0,1.0,4.0,2.0,4.0,3.0
357.0,20.0,5.0,293.0,304.0,18.0,2.1,1.0,2.0,2.0,3.0,2.0,3.0,2.0
358.0,20.0,6.0,294.0,306.0,18.0,2.1,1.0,2.0,3.0,1.0,1.0,1.0,1.0
359.0,20.0,7.0,296.0,309.0,18.0,2.1,1.0,2.0,6.0,1.0,1.0,1.0,1.0
360.0,20.0,8.0,298.0,310.0,18.0,2.1,1.0,2.0,7.0,5.0,2.0,5.0,4.0
361.0,20.0,1.0,287.0,298.0,18.0,2.1,1.0,2.0,5.0,2.0,1.0,2.0,0.0
362.0,20.0,2.0,288.0,299.0,18.0,2.1,1.0,2.0,4.0,2.0,1.0,2.0,0.0
363.0,20.0,3.0,289.0,301.0,18.0,2.1,1.0,2.0,0.0,1.0,1.0,1.0,1.0
364.0,20.0,4.0,291.0,302.0,18.0,2.1,1.0,2.0,1.0,4.0,2.0,4.0,3.0
365.0,20.0,5.0,292.0,305.0,18.0,2.1,1.0,2.0,2.0,3.0,2.0,3.0,2.0
366.0,20.0,6.0,295.0,306.0,18.0,2.1,1.0,2.0,3.0,1.0,1.0,1.0,1.0
367.0,20.0,7.0,296.0,307.0,18.0,2.1,1.0,2.0,6.0,1.0,1.0,1.0,1.0
368.0,20.0,8.0,297.0,308.0,18.0,2.1,1.0,2.0,7.0,5.0,2.0,5.0,4.0
